docid,content
7069,"2017 Chevrolet Equinox LT, 14401, Mosaic Black Metallic, –, Front-wheel Drive, 21–31, Gasoline, 6-Speed Automatic, 2.4L I4 16V GDI DOHC, 128198, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7070,"2014 Lexus IS 250 Base, 28060, Nebula Gray Pearl, Light Gray, All-wheel Drive, 20–27, Gasoline, 6-Speed Automatic, 2.5L V6 24V PDI DOHC, 40971, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7071,"2018 Ford Explorer XLT, 36210, Ingot Silver, Ebony Black, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 24133, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7072,"2019 Buick Encore Preferred, 17998, Ebony Twilight Metallic, Ebony, Front-wheel Drive, 25–30, Gasoline, 6-Speed Automatic, 1.4L I4 16V MPFI DOHC Turbo, 87290, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7073,"2016 Subaru Forester 2.5i Touring, 18490, Venetian Red Pearl, Gray, AWD, 24–32, Gasoline, Automatic CVT, 2.5L H4 16V MPFI DOHC, 28902, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7074,"2020 Tesla Model Y Long Range, 65885, Pearl White Multi, Black, All-wheel Drive, 127–114, Electric, 1-Speed Automatic, Electric, 22151, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7075,"2013 Toyota Highlander Hybrid Limited, 25995, Blizzard Pearl, Ash, Four-wheel Drive, 28–28, Hybrid, Automatic, V6 Cylinder Engine, 92349, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7076,"2019 Acura RDX Base, 38999, Modern Steel Metallic, Parchment, Front-wheel Drive, 22–28, Gasoline, 10-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 20439, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7077,"2019 Hyundai Santa Fe SE 2.4, 27677, Machine Gray, Black, All-wheel Drive, 21–27, Gasoline, 8-Speed Automatic, 2.4L I4 16V GDI DOHC, 37527, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7078,"2014 BMW 320 i, 13995, Silver, Black, Rear-wheel Drive, 24–36, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 117750, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7079,"2020 Ford Explorer ST, 51995, Atlas Blue Metallic, –, Four-wheel Drive, 18–24, Gasoline, 10-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 14583, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7080,"2019 Ford Transit-250 Base, 44988, White, –, RWD, Transmission, –, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 15885, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7081,"2019 Audi A5 2.0T Premium, 40450, Ascari Blue Metallic, Black / Mercato Blue, All-wheel Drive, 23–34, Gasoline, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo, 13373, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7082,"2019 Lincoln MKZ Reserve I, 32988, Blue Diamond, Cappuccino, Front-wheel Drive, 20–31, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 14028, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7083,"2016 Chevrolet Camaro 2SS, 42000, Mosaic Black Metallic, Jet Black, Rear-wheel Drive, 16–25, Gasoline, 8-Speed Automatic, 6.2L V8 16V GDI OHV, 10819, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7084,"2018 Mazda CX-5 Touring, 24500, Sonic Silver Metallic, Black, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 48975, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7085,"2021 Volvo XC90 T6 Momentum 6 Passenger, 58999, Ice White, Blond, All-wheel Drive, 19–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC, 17932, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7086,"2017 Toyota Highlander Hybrid Limited Platinum, 39590, Predawn Gray Mica, Black, All-wheel Drive, 29–27, Hybrid, Automatic CVT, 3.5L V6 24V MPFI DOHC Hybrid, 38021, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7087,"2018 Mazda CX-5 Touring, 26987, Deep Crystal Blue Mica, Black, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 39775, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7088,"2016 Cadillac SRX Luxury Collection, 27000, Platinum Ice Tricoat, Shale With Brownstone Accents, All-wheel Drive, 0–0, –, Automatic, 3.6L V6 DGI DOHC VVT, 35668, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7089,"2020 Chevrolet Spark 1LT, 18491, Pink, Jet Black, Front-wheel Drive, 30–38, Gasoline, Automatic CVT, 1.4L I4 16V MPFI DOHC, 12146, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7090,"2019 Jeep Cherokee Limited, 29942, Diamond Black, Black, Four-wheel Drive, 19–27, Gasoline, 9-Speed Automatic, 3.2L V6 24V MPFI DOHC, 18973, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7091,"2020 Porsche 911 Carrera S, 169644, White, Bordeaux Red, Rear-wheel Drive, 18–24, Gasoline, 8-Speed Automatic with Auto-Shift, 3.0L H6 24V GDI DOHC Twin Turbo, 8294, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7092,"2017 INFINITI QX30 Premium, 26600, Graphite Shadow, Graphite, Front-wheel Drive, 24–33, Gasoline, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo, 19753, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7093,"2018 Toyota RAV4 Hybrid XLE, 29688, Barcelona Red Metallic, Black, All-wheel Drive, 34–30, Hybrid, Automatic CVT, 2.5L I4 16V MPFI DOHC Hybrid, 34692, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7094,"2019 Toyota C-HR LE, 23288, Magnetic Gray Metallic, Black, Front-wheel Drive, 27–31, Gasoline, Automatic CVT, 2.0L I4 16V MPFI DOHC, 18756, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7095,"2015 BMW 328 i xDrive, 20995, Alpine White, Black, All-wheel Drive, 22–33, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 70822, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7096,"2019 Jeep Cherokee Latitude, 22987, Blue Shade Pearlcoat, Black, Front-wheel Drive, 22–31, Gasoline, 9-Speed Automatic, 2.4L I4 16V MPFI SOHC, 45744, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7097,"2018 Nissan Rogue SL, 27000, Magnetic Black, Charcoal, All-wheel Drive, 25–32, Gasoline, Automatic CVT, 2.5L I4 16V MPFI DOHC, 43017, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7098,"2013 Hyundai Sonata GLS, 10803, Radiant Silver Metallic, Gray, Front-wheel Drive, 24–35, Gasoline, 6-Speed Automatic, 2.4L I4 16V GDI DOHC, 80200, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7099,"2020 Ford Explorer ST, 52531, Agate Black Metallic, Ebony, Four-wheel Drive, 18–24, Gasoline, 10-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 19324, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7100,"2018 Volkswagen Atlas 3.6L SE w/Technology, 39499, Reflex Silver Metallic, Titan Black, All-wheel Drive, 17–23, Gasoline, 8-Speed Automatic, 3.6L V6 24V GDI DOHC, 18591, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7101,"2019 Chevrolet Silverado 1500 High Country, 68995, Iridescent Pearl Tricoat, Jet Black, 4WD, 16–22, Gasoline, Automatic, 6.2L V8 16V GDI OHV, 38667, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7102,"2019 Chevrolet Blazer Premier, 44699, Cajun Red Tintcoat, Jet Black, All-wheel Drive, 18–25, Gasoline, 9-Speed Automatic, 3.6L V6 24V GDI DOHC, 30031, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7103,"2018 BMW X3 xDrive30i, 36038, Glacier Silver Metallic, Black, All-wheel Drive, 22–29, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 51753, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7104,"2018 Mercedes-Benz GLA 250 Base 4MATIC, 30495, Midnight Black, Crystal Gray, All-wheel Drive, 23–31, E85 Flex Fuel, 7-Speed Automatic with Auto-Shift, 2.0L I4 16V GDI DOHC Turbo Flexible Fuel, 36893, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7105,"2016 FIAT 500X Easy, 13822, Rosso Passione, Black / Gray, Front-wheel Drive, 22–31, Gasoline, 9-Speed Automatic, 2.4L I4 16V MPFI SOHC, 60461, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7106,"2019 Ford Fusion Hybrid SE, 27910, White Platinum Tri-Coat Metallic, Medium Light Stone, Front-wheel Drive, 43–41, Hybrid, Automatic CVT, 2.0L I4 16V MPFI DOHC Hybrid, 11515, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7107,"2020 Tesla Model 3 Long Range, 52500, Deep Blue Metallic, White / Black, All-wheel Drive, 124–116, Electric, 1-Speed Automatic, Electric, 31475, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7108,"2016 Volkswagen Tiguan S, 14995, Black, Beige, All-wheel Drive, 20–26, Gasoline, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 93572, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7109,"2018 Genesis G80 3.8, 34975, Serengeti Brown, Beige, Rear-wheel Drive, 19–27, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 14531, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7110,"2018 Mercedes-Benz C-Class C 300 4MATIC, 36200, designo Diamond White Metallic, Silk Beige / Black, All-wheel Drive, 23–32, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 15544, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7111,"2019 Honda CR-V EX-L, 32888, Lunar Silver Metallic, Gray, All-wheel Drive, 0–33, Gasoline, Variable, Intercooled Turbo Regular Unleaded I-4 1.5 L/91, 37659, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7112,"2019 Volvo XC60 T5 R-Design, 44897, Blue, –, All-wheel Drive, 20–27, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 12121, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7113,"2019 GMC Acadia Denali, 42973, Ebony Twilight Metallic, Jet Black, Front-wheel Drive, 18–25, Gasoline, 6-Speed Automatic, 3.6L V6 24V GDI DOHC, 18269, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7114,"2019 Honda Odyssey EX-L, 39990, Pacific Pewter Metallic, Gray, Front-wheel Drive, 19–28, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 34153, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7115,"2018 Nissan Murano Platinum, 32777, White, Graphite, All-wheel Drive, 21–28, Gasoline, Automatic CVT, 3.5L V6 24V MPFI DOHC, 44055, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7116,"2020 Hyundai Palisade Limited, 47974, Burgundy, Beige, Front-wheel Drive, 19–26, Gasoline, 8-Speed Automatic, 3.8L V6 24V GDI DOHC, 47515, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7117,"2015 INFINITI Q50 Premium, 23000, Moonlight White, Graphite, All-wheel Drive, 19–27, Gasoline, 7-Speed Automatic, 3.7L V6 24V MPFI DOHC, 46037, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7118,"2019 Ford Flex Limited, 36250, Ingot Silver Metallic, Charcoal Black, All-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 48355, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7119,"2014 BMW X3 xDrive28i, 21591, Deep Sea Blue, –, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 39653, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7120,"2020 BMW X5 xDrive40i, 58789, Arctic Grey, –, All-wheel Drive, 20–26, Gasoline, 8-Speed Automatic, 3.0L I6 24V GDI DOHC Turbo, 30059, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7121,"2020 Chevrolet Suburban Premier, 57888, Summit White, Cocoa / Dune, Four-wheel Drive, 14–21, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 52502, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7122,"2018 Jeep Grand Cherokee Limited, 35589, Billet Silver Metallic Clearcoat, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 19087, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7123,"2014 Mercedes-Benz E-Class E 350 4MATIC, 21895, Blue, Tan, AWD, 21–29, Gasoline, 7-Speed Automatic, 3.5L V6 24V GDI DOHC, 74142, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7124,"2017 Ford F-150 Lariat, 38495, Red, Tan, Four-wheel Drive, 18–23, Gasoline, 6-Speed Automatic, 5.0L V8 32V MPFI DOHC, 72141, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7125,"2017 Jeep Grand Cherokee Limited, 29777, Velvet Red Pearlcoat, Black, Four-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 77421, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7126,"2020 Toyota Corolla LE, 21694, Gray, Black, Front-wheel Drive, 30–38, Gasoline, Automatic CVT, 1.8L I4 16V MPFI DOHC, 21219, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7127,"2019 Ford Edge SEL, 24970, Black, –, Front-wheel Drive, 22–29, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 58136, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7128,"2015 Jeep Cherokee Latitude, 21581, Bright White Clearcoat, Black, Four-wheel Drive, 21–28, Gasoline, 9-Speed Automatic, 3.2L V6 24V MPFI DOHC, 30258, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7129,"2020 Mercedes-Benz GLE 350 Base 4MATIC, 66900, Brilliant Blue Metallic, Black, All-wheel Drive, 19–26, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 15908, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7130,"2015 Toyota 4Runner Limited, 34599, Attitude Black Metallic, –, Four-wheel Drive, 0–21, Gasoline, Automatic, Regular Unleaded V-6 4.0 L/241, 85346, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7131,"2020 Ford Explorer Limited, 39999, Silver, Beige, RWD, 21–28, Gasoline, 10-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 12869, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7132,"2019 Land Rover Range Rover 5.0L V8 Supercharged, 105000, Santorini Black, Almond / Espresso / Ivory, Four-wheel Drive, 16–21, Gasoline, 8-Speed Automatic, 5.0L V8 32V GDI DOHC Supercharged, 20323, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7133,"2018 Mazda CX-5 Grand Touring, 32145, Jet Black Mica, Black, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 15038, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7134,"2018 Mercedes-Benz GLS 450 Base 4MATIC, 48495, Gray Metallic, Black, AWD, 17–22, Gasoline, 9-Speed Automatic, 3.0L V6 24V GDI DOHC Twin Turbo, 55284, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7135,"2013 INFINITI G37x Base, 14039, Liquid Platinum, Black, All-wheel Drive, 18–25, Gasoline, 7-Speed Automatic, 3.7L V6 24V MPFI DOHC, 111955, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7136,"2020 Toyota Tacoma SR, 40976, Silver Sky Metallic, Cement, Four-wheel Drive, 18–22, Gasoline, 6-Speed Automatic, 3.5L V6 24V PDI DOHC, 15941, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7137,"2011 Honda Accord EX-L, 15995, White, Tan, FWD, 20–30, Gasoline, 5-Speed Automatic, 3.5L V6 24V MPFI SOHC, 52601, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7138,"2019 Acura MDX 3.5L, 38699, Black, Parchment, Front-wheel Drive, 20–27, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 48361, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7139,"2021 Lexus RX 350 Base, 57324, Nebula Gray Pearl, Birch, Front-wheel Drive, 20–27, Gasoline, 8-Speed Automatic, 3.5L V6 24V PDI DOHC, 11417, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7140,"2016 Land Rover Discovery Sport HSE, 28900, Fuji White, Ebony, Four-wheel Drive, 20–26, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 32778, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7141,"2019 Chevrolet Suburban LT, 50153, Black, Jet Black, Four-wheel Drive, 14–21, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 62547, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7142,"2019 Honda Civic LX, 22634, Modern Steel Metallic, Black, Front-wheel Drive, 30–38, Gasoline, Automatic CVT, 2.0L I4 16V MPFI DOHC, 26495, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7143,"2020 Lexus NX 300 Base, 39912, Atomic Silver, Red, Front-wheel Drive, 22–28, Gasoline, 6-Speed Automatic, 2.0L I4 16V PDI DOHC Turbo, 13803, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7144,"2020 Nissan Pathfinder SL, 30589, Gun Metallic, Charcoal, Four-wheel Drive, 20–27, Gasoline, Automatic CVT, 3.5L V6 24V GDI DOHC, 45556, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7145,"2019 RAM 1500 Laramie, 48977, Delmonico Red Pearlcoat, Black, Four-wheel Drive, 19–24, Gasoline, 8-Speed Automatic, 5.7L V8 16V MPFI OHV, 33637, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7146,"2014 Mercedes-Benz S-Class S 550, 45999, Silver, Black, Rear-wheel Drive, 17–25, Gasoline, Automatic, 8 Cylinder Engine, 47055, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7147,"2019 Chevrolet Corvette Stingray, 63247, Arctic White, Adrenaline Red, Rear-wheel Drive, 16–25, Gasoline, 8-Speed Automatic, 6.2L V8 16V GDI OHV, 15756, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7148,"2019 Dodge Durango GT Plus, 41995, Diamond Black, Black, All-wheel Drive, 18–25, Gasoline, 8-Speed Automatic, 3.6L V6 24V MPFI DOHC, 16258, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7149,"2018 Land Rover Discovery Sport HSE, 34487, Santorini Black, Ebony, Four-wheel Drive, 21–25, Gasoline, Automatic, I4, 40378, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7150,"2018 Mazda CX-5 Grand Touring, 30900, Machine Gray Metallic, Parchment, All-wheel Drive, 24–30, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 18357, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7151,"2018 Honda CR-V EX-L, 27405, Crystal Black Pearl, Black, All-wheel Drive, 27–33, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 81403, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7152,"2020 Toyota RAV4 LE, 33332, Ruby Flare Pearl, Nutmeg, All-wheel Drive, 27–34, Gasoline, 8-Speed Automatic, 2.5L I4 16V PDI DOHC, 10339, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7153,"2018 Mercedes-Benz E-Class E 300 4MATIC, 43895, Black, Macchiato Beige, All-wheel Drive, 21–29, Gasoline, 9-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 22769, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7154,"2018 Honda CR-V EX, 29987, Green, –, All-wheel Drive, 27–33, Gasoline, Automatic CVT, 1.5L I4 16V GDI DOHC Turbo, 15208, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7155,"2021 Volvo XC60 T5 Momentum, 45810, Denim Blue Metallic, Blond, All-wheel Drive, 21–28, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 16717, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7156,"2019 Acura MDX 3.5L w/Technology Package, 40990, Black, –, Front-wheel Drive, 20–27, Gasoline, 9-Speed Automatic, 3.5L V6 24V GDI SOHC, 23542, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7157,"2019 Toyota 4Runner TRD Pro, 56032, Super White, Black Graphite, Four-wheel Drive, 17–20, Gasoline, 5-Speed Automatic, 4.0L V6 24V MPFI DOHC, 21967, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7158,"2020 Chevrolet Silverado 2500 LTZ, 74499, Black, Jet Black, Four-wheel Drive, 0–0, Diesel, Automatic, –, 12942, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7159,"2020 Dodge Charger R/T, 40998, Smoke Show, Black, Rear-wheel Drive, 16–25, Gasoline, 8-Speed Automatic, 5.7L V8 16V MPFI OHV, 18307, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7160,"2018 BMW 530 i, 33901, Jet Black, Black, Rear-wheel Drive, 24–34, Gasoline, 8-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 52580, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7161,"2016 Acura RDX Base, 29498, Crystal Black Pearl, Ebony, All-wheel Drive, 19–28, Gasoline, 6-Speed Automatic, 3.5L V6 24V MPFI SOHC, 26385, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7162,"2016 Chevrolet Tahoe LTZ, 43323, Iridescent Pearl Tricoat, Jet Black, Four-wheel Drive, 16–22, Gasoline, 6-Speed Automatic, 5.3L V8 16V GDI OHV, 69767, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
7163,"2018 Mazda CX-5 Grand Touring, 28739, Machine Gray Metallic, Black, Front-wheel Drive, 25–31, Gasoline, 6-Speed Automatic, 2.5L I4 16V GDI DOHC, 11106, heated_seats, heated_steering_wheel, nav_sys, remote_start, carplay, bluetooth, brake_assist, blind_spot_monitor"
