,name,price,exterior_color,interior_color,drive_train,mpg,fuel_type,transmission,engine,mileage,heated_seats,heated_steering_wheel,nav_sys,remote_start,carplay,bluetooth,brake_assist,blind_spot_monitor,year,drive_train_simple,fuel_type_simple,turbo,emission,cylinder,average_mpg,transmission_simple,price_level
7601,2017 Lexus IS 200t Base,32497,Silver,–,Rear-wheel Drive,22–32,Gasoline,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,12581,False,False,False,False,False,True,True,False,2017,RWD,Gasoline,True,2.0,I4,27.0,8,moderate
7602,2019 Toyota Camry SE,26996,Midnight Black Metallic,Black,Front-wheel Drive,28–39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,31122,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.5,I4,33.5,8,moderate
7603,2021 Volkswagen Jetta 1.4T S,22000,Platinum Gray Metallic,Titan Black,Front-wheel Drive,29–39,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,10827,False,False,False,False,True,True,True,True,2021,FWD,Gasoline,True,1.4,I4,34.0,8,moderate
7604,2019 RAM 1500 Laramie,45000,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,19–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,46009,False,True,True,True,True,True,True,True,2019,AWD,Gasoline,False,5.7,V8,21.5,8,moderate
7605,2020 Buick Enclave Essence,34998,Summit White,Shale / Ebony,Front-wheel Drive,18–26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,46110,True,False,False,True,True,True,True,True,2020,FWD,Gasoline,False,3.6,V6,22.0,9,moderate
7606,2020 Toyota Highlander Limited,43900,Blizzard Pearl,Black,Front-wheel Drive,21–29,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,26342,True,True,True,True,False,True,True,True,2020,FWD,Gasoline,False,3.5,V6,25.0,8,moderate
7607,2017 Chevrolet Silverado 1500 High Country,38498,Iridescent Pearl Tricoat,Saddle,Four-wheel Drive,15–20,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,101972,False,True,True,True,False,True,True,False,2017,AWD,Gasoline,False,6.2,V8,17.5,8,moderate
7608,2020 Subaru Outback Touring XT,50553,Cinnamon Brown Pearl,Java,All-wheel Drive,23–30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,19707,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,True,2.4,H4,26.5,-1,moderate
7609,2012 Honda CR-V LX,14490,Crystal Black Pearl,–,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,60055,False,False,False,False,False,True,True,False,2012,FWD,Gasoline,False,2.4,I4,27.0,5,cheap
7610,2017 GMC Sierra 1500 SLT,45588,Onyx Black,Jet Black,Rear-wheel Drive,16–23,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,18134,False,False,False,True,False,True,True,False,2017,RWD,Gasoline,False,5.3,V8,19.5,8,moderate
7611,2019 Honda Civic LX,21176,Modern Steel Metallic,Gray,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19595,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.0,I4,34.0,-1,moderate
7612,2017 Nissan Pathfinder Platinum,28520,Magnetic Black Metallic,Charcoal,Front-wheel Drive,20–27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,36856,True,True,True,True,False,True,True,True,2017,FWD,Gasoline,False,3.5,V6,23.5,-1,moderate
7613,2018 Mercedes-Benz C-Class C 300,29398,Black,Black,Rear-wheel Drive,24–33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,59083,False,False,True,True,True,True,True,True,2018,RWD,Gasoline,True,2.0,I4,28.5,9,moderate
7614,2018 Ford Explorer sport,41500,Magnetic,Ebony Black,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,47812,True,True,True,True,False,True,True,False,2018,AWD,Gasoline,True,3.5,V6,19.0,6,moderate
7615,2020 Tesla Model 3 Performance,58695,Deep Blue Metallic,White / Black,All-wheel Drive,118–107,Electric,1-Speed Automatic,Electric,25319,True,False,True,False,False,True,True,True,2020,AWD,Electric,False,0.0,E,0.0,0,moderate
7616,2020 Ford F-150 Platinum,52000,Magnetic Metallic,Black,Four-wheel Drive,15–21,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,50748,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,True,3.5,V6,18.0,10,moderate
7617,2019 Subaru Ascent Touring 7-Passenger,41991,White,Java Brown,All-wheel Drive,20–26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,13513,True,True,True,False,True,True,True,True,2019,AWD,Gasoline,True,2.4,H4,23.0,-1,moderate
7618,2017 Toyota Highlander XLE,29128,Blizzard Pearl,Almond,Front-wheel Drive,21–27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,84764,True,False,True,False,False,True,True,True,2017,FWD,Gasoline,False,3.5,V6,24.0,8,moderate
7619,2016 Acura MDX 3.5L,21227,Crystal Black Pearl,Ebony,Front-wheel Drive,19–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,111790,True,False,True,False,False,True,True,True,2016,FWD,Gasoline,False,3.5,V6,23.0,9,moderate
7620,2014 Ford F-150 XLT,29900,White,Beige,Four-wheel Drive,14–19,E85 Flex Fuel,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,81863,False,False,False,False,False,True,False,False,2014,AWD,Flexible Fuel,False,5.0,V8,16.5,6,moderate
7621,2018 Jeep Grand Cherokee Altitude,30200,Bright White Clearcoat,Black,Rear-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,52933,False,True,True,True,True,True,True,False,2018,RWD,Gasoline,False,3.6,V6,22.5,8,moderate
7622,2017 Hyundai Elantra SE,10795,Shale Gray Metallic,Beige,Front-wheel Drive,29–38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,95053,False,False,False,False,False,False,True,False,2017,FWD,Gasoline,False,2.0,I4,33.5,6,cheap
7623,2018 Volkswagen Tiguan 2.0T SE,24362,Deep Black Pearl Effect,Black,Front-wheel Drive,22–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46642,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,True,2.0,I4,24.5,8,moderate
7624,2017 GMC Yukon SLT,42475,White Frost Tri-Coat,Beige,Rear-wheel Drive,16–23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,89790,False,True,False,True,False,True,True,False,2017,RWD,Gasoline,False,5.3,V8,19.5,6,moderate
7625,2019 Cadillac XT5 Luxury,38451,Dark Mocha Metallic,Jet Black,Front-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,24634,True,True,True,True,True,True,True,False,2019,FWD,Gasoline,False,3.6,V6,22.5,8,moderate
7626,2018 Mercedes-Benz GLE 350 Base 4MATIC,46865,Polar White,Ginger,All-wheel Drive,18–22,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,32948,False,False,False,False,True,True,True,True,2018,AWD,Gasoline,False,3.5,V6,20.0,7,moderate
7627,2020 Kia Forte LXS,21682,Silky Silver,Black,Front-wheel Drive,Transmission,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,15099,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,False,2.0,I4,-1.0,-1,moderate
7628,2018 BMW 330e iPerformance,31999,Black,Black,Rear-wheel Drive,Transmission,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,18486,False,False,False,False,False,True,True,False,2018,RWD,Hybrid,True,2.0,I4,-1.0,8,moderate
7629,2018 Mazda CX-9 Touring,30899,Machine Gray Metallic,Black,Front-wheel Drive,22–28,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,21857,True,False,False,False,False,True,True,True,2018,FWD,Gasoline,True,2.5,I4,25.0,6,moderate
7630,2018 Audi S5 3.0T Premium Plus,45900,Mythos Black Metallic,Magma Red,All-wheel Drive,21–30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,47760,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,3.0,V6,25.5,8,moderate
7631,2021 Cadillac XT6 Premium Luxury FWD,56163,Shadow Metallic,Jet Black,Front-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,4672,True,True,False,True,True,True,True,False,2021,FWD,Gasoline,False,3.6,V6,22.5,9,moderate
7632,2019 Cadillac Escalade Luxury,60991,Black Raven,Kona Brown,Rear-wheel Drive,14–23,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,47080,False,True,True,True,True,True,True,False,2019,RWD,Gasoline,False,6.2,V8,18.5,10,expensive
7633,2016 Chevrolet Corvette Stingray Z51,58995,Black,Jet Black,Rear-wheel Drive,17–29,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,7068,False,False,False,True,True,True,False,False,2016,RWD,Gasoline,False,6.2,V8,23.0,8,moderate
7634,2019 Honda CR-V LX,30800,Modern Steel Metallic,Black,Front-wheel Drive,26–32,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,12837,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.4,I4,29.0,-1,moderate
7635,2020 Jeep Grand Cherokee Limited,37823,Diamond Black,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,15285,True,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7636,2019 Honda Odyssey EX-L,40417,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,19942,True,False,False,True,True,True,True,False,2019,FWD,Gasoline,False,3.5,V6,23.5,9,moderate
7637,2020 RAM 1500 Limited,67995,Delmonico Red Pearlcoat,Black,Four-wheel Drive,19–24,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,17162,True,True,True,True,True,True,True,False,2020,AWD,Diesel,True,3.0,V6,21.5,8,expensive
7638,2020 Chevrolet Blazer RS,49000,Black,Jet Black,All-wheel Drive,18–25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,47400,False,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,3.6,V6,21.5,9,moderate
7639,2018 Ford Edge Titanium,32000,Black,Ebony,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,23190,True,False,True,True,True,True,True,True,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
7640,2011 BMW 535 i xDrive,14591,Gray,–,All-wheel Drive,19–29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,92175,False,False,False,False,False,True,True,False,2011,AWD,Gasoline,True,3.0,I6,24.0,8,cheap
7641,2018 Ford F-150 Lariat,42942,White Platinum Tri-Coat Metallic,Black,Four-wheel Drive,Transmission,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,39082,True,True,True,True,True,True,True,True,2018,AWD,Gasoline,True,3.5,V6,-1.0,10,moderate
7642,2017 Nissan Altima 2.5 SR,17488,Silver,Black,Front-wheel Drive,26–37,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,35708,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,False,2.5,I4,31.5,-1,cheap
7643,2019 Chevrolet Suburban LT,53987,Summit White,Jet Black,Four-wheel Drive,14–21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,45681,False,False,False,True,False,True,True,False,2019,AWD,Gasoline,False,5.3,V8,17.5,6,moderate
7644,2010 Toyota Prius III,5900,Blue Ribbon Metallic,Bisque,Front-wheel Drive,51–48,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,201356,False,False,False,False,False,True,True,False,2010,FWD,Hybrid,False,1.8,I4,48.0,-1,cheap
7645,2019 GMC Sierra 1500 AT4,52962,Onyx Black,Jet Black,Four-wheel Drive,15–20,Gasoline,Automatic,6.2L V8 16V GDI OHV,50321,False,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,6.2,V8,17.5,-1,moderate
7646,2019 Mazda CX-5 Grand Touring,29497,Machine Gray Metallic,Black,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,34251,False,False,True,False,False,True,True,True,2019,AWD,Gasoline,False,2.5,I4,27.0,6,moderate
7647,2019 Ford Edge Titanium,39986,Burgundy,Ebony,All-wheel Drive,21–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11621,True,True,True,True,False,True,True,False,2019,AWD,Gasoline,True,2.0,I4,24.5,8,moderate
7648,2018 Ford Edge Titanium,29995,Shadow Black,–,All-wheel Drive,20–27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,57233,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,2.0,I4,23.5,6,moderate
7649,2020 Volvo XC60 T6 Inscription,52400,Onyx Black Metallic,Charcoal,All-wheel Drive,20–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,1424,False,True,True,True,True,True,True,False,2020,AWD,Gasoline,False,2.0,I4,23.5,8,moderate
7650,2019 Tesla Model 3 Long Range,49938,Black,–,All-wheel Drive,120–112,Electric,1-Speed Automatic,Electric,47915,False,False,True,False,False,True,True,False,2019,AWD,Electric,False,0.0,E,0.0,0,moderate
7651,2018 Ford Escape SE,25000,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,Four-wheel Drive,22–28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,16152,True,False,False,False,False,True,True,False,2018,AWD,Gasoline,True,1.5,I4,25.0,6,moderate
7652,2019 Dodge Durango GT,36979,White Knuckle Clearcoat,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,49111,False,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7653,2020 Ford Fusion SE,25899,Agate Black Metallic,Ebony,All-wheel Drive,20–29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,53797,True,False,False,True,True,True,True,False,2020,AWD,Gasoline,True,2.0,I4,24.5,6,moderate
7654,2019 Honda CR-V EX,30833,Modern Steel Metallic,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,16172,True,False,False,True,True,True,True,False,2019,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
7655,2018 Genesis G80 3.3T Sport,37700,Caspian Black,Black,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,29115,True,True,True,True,False,True,True,True,2018,AWD,Gasoline,True,3.3,V6,20.5,8,moderate
7656,2018 Lexus GX 460 Base,43739,Black Onyx,Ecru,Four-wheel Drive,15–18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,38297,True,False,True,False,False,True,True,False,2018,AWD,Gasoline,False,4.6,V8,16.5,6,moderate
7657,2019 Honda Civic LX,22339,Rallye Red,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,17018,False,False,False,False,False,True,True,False,2019,FWD,Gasoline,False,2.0,I4,34.0,-1,moderate
7658,2018 Jeep Grand Cherokee Limited,31148,Bright White Clearcoat,Black,Rear-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,46768,True,True,True,True,False,True,True,False,2018,RWD,Gasoline,False,3.6,V6,22.5,8,moderate
7659,2018 Chevrolet Suburban LT,55791,Black,Jet Black,Four-wheel Drive,15–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,46814,False,False,True,True,True,True,True,False,2018,AWD,Gasoline,False,5.3,V8,18.5,6,moderate
7660,2017 Cadillac XT5 Luxury,27900,Stellar Black Metallic,Jet Black,Front-wheel Drive,19–27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,73756,True,True,False,True,True,True,True,True,2017,FWD,Gasoline,False,3.6,V6,23.0,8,moderate
7661,2017 Mercedes-Benz GLS 450 Base 4MATIC,52800,Gray,–,All-wheel Drive,19–22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,31497,False,False,False,True,False,True,True,False,2017,AWD,Gasoline,True,3.0,V6,20.5,9,moderate
7662,2021 Subaru WRX STI Base,39921,WR Blue Pearl,Black,All-wheel Drive,16–22,Gasoline,6-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,973,False,False,False,False,True,True,True,False,2021,AWD,Gasoline,True,2.5,H4,19.0,6,moderate
7663,2018 Subaru Forester 2.5i Premium,26495,Dark Gray Metallic,Gray,All-wheel Drive,26–32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,20690,True,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,2.5,H4,29.0,-1,moderate
7664,2018 Cadillac XT5 Luxury,40451,Harbor Blue Metallic,Jet Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,31815,True,True,False,True,False,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7665,2018 Nissan Frontier SV,29999,Gun Metallic,Wheat,Four-wheel Drive,15–21,E85 Flex Fuel,5-Speed Automatic,4.0L V6 24V MPFI DOHC Flexible Fuel,23408,True,False,False,False,False,True,False,False,2018,AWD,Flexible Fuel,False,4.0,V6,18.0,5,moderate
7666,2017 RAM 1500 Express,32498,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,16–23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,63139,False,False,False,False,False,False,True,False,2017,AWD,Gasoline,False,5.7,V8,19.5,8,moderate
7667,2020 Honda Accord Sport 1.5T,28464,Blue,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,10823,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,True,1.5,I4,32.0,-1,moderate
7668,2011 Chevrolet Camaro 2SS,18995,Imperial Blue Metallic,Gray,RWD,Transmission,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI OHV,43190,True,False,False,False,False,True,True,False,2011,RWD,Gasoline,False,6.2,V8,-1.0,6,cheap
7669,2018 Mercedes-Benz AMG C 43 Base 4MATIC,39995,Black,Black,All-wheel Drive,0–27,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L/183,41129,True,False,False,True,False,True,True,True,2018,AWD,Gasoline,True,3.0,V6,13.5,-1,moderate
7670,2020 BMW X7 xDrive40i,75998,Jet Black,Black,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,28948,True,False,True,False,True,True,True,False,2020,AWD,Gasoline,True,3.0,I6,22.5,8,expensive
7671,2019 BMW X7 xDrive40i,82998,Gray Metallic,Tartufo,All-wheel Drive,20–25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,19702,False,False,True,True,True,True,True,False,2019,AWD,Gasoline,True,3.0,I6,22.5,8,expensive
7672,2018 Chevrolet Silverado 1500 LTZ,48261,Black,Jet Black,Four-wheel Drive,Transmission,Gasoline,6-Speed Electronically Controlled Automatic with O,5.3L V8 16V GDI OHV,42084,False,True,False,True,False,True,True,False,2018,AWD,Gasoline,False,5.3,V8,-1.0,6,moderate
7673,2018 Audi S5 3.0T Premium Plus,42982,Glacier White Metallic,Magma Red,All-wheel Drive,21–30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,69381,True,False,True,False,True,True,True,True,2018,AWD,Gasoline,True,3.0,V6,25.5,8,moderate
7674,2018 Jeep Grand Cherokee Limited,33754,Bright White Clearcoat,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,30173,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7675,2020 Lincoln Navigator Reserve,74900,Black,Ebony,Rear-wheel Drive,16–22,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,49393,False,True,True,True,True,True,True,False,2020,RWD,Gasoline,True,3.5,V6,19.0,10,expensive
7676,2018 Chevrolet Tahoe Premier,63000,Summit White,Jet Black,Four-wheel Drive,16–22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,45031,False,True,True,True,False,True,True,True,2018,AWD,Gasoline,False,6.2,V8,19.0,10,expensive
7677,2017 Ford Fusion SE,22999,Oxford White,Medium Light Stone,Front-wheel Drive,21–32,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,10679,False,False,False,False,False,True,True,False,2017,FWD,Gasoline,True,1.5,I4,26.5,6,moderate
7678,2018 Ford Expedition Limited,58990,Black,Black,Four-wheel Drive,17–22,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,38213,True,True,True,True,True,True,True,False,2018,AWD,Gasoline,True,3.5,V6,19.5,10,moderate
7679,2020 Tesla Model Y Long Range,66960,White,Black,All-wheel Drive,127–114,Electric,1-Speed Automatic,Electric,13052,True,False,True,False,False,True,True,False,2020,AWD,Electric,False,0.0,E,0.0,0,expensive
7680,2020 Ford Escape Titanium Hybrid,33788,White,Ebony,All-wheel Drive,43–37,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,16944,True,True,True,True,True,True,True,False,2020,AWD,Hybrid,False,2.5,I4,37.0,-1,moderate
7681,2018 Ford F-150 XLT,40977,Oxford White,Black,Four-wheel Drive,18–23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,35907,False,False,False,False,False,True,True,False,2018,AWD,Gasoline,False,5.0,V8,20.5,-1,moderate
7682,2019 INFINITI QX50 ESSENTIAL,40734,Chestnut Bronze,Graphite,Front-wheel Drive,24–31,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,23805,False,False,True,True,False,True,True,True,2019,FWD,Gasoline,True,2.0,I4,27.5,-1,moderate
7683,2018 Toyota Highlander Hybrid XLE,40191,Predawn Gray Mica,Black,All-wheel Drive,29–27,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,21721,True,False,True,False,False,True,True,True,2018,AWD,Hybrid,False,3.5,V6,27.0,-1,moderate
7684,2019 Jeep Grand Cherokee Limited,39749,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,14717,True,True,True,True,True,True,True,False,2019,AWD,Gasoline,False,3.6,V6,21.5,8,moderate
7685,2018 GMC Sierra 1500 SLT,47000,Quicksilver Metallic,Black,Four-wheel Drive,16–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,31353,False,False,True,True,False,False,True,False,2018,AWD,Gasoline,False,5.3,V8,19.0,6,moderate
7686,2020 GMC Sierra 1500 SLT,63606,Onyx Black,Jet Black,Four-wheel Drive,0–20,Gasoline,Automatic,Gas V8 6.2L/376,12328,True,True,True,True,True,True,False,False,2020,AWD,Gasoline,False,6.2,V8,10.0,-1,expensive
7687,2019 Toyota Tacoma TRD Off Road,40000,Quicksand,Black,Four-wheel Drive,18–22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,40091,False,False,True,False,False,True,True,False,2019,AWD,Gasoline,False,3.5,V6,20.0,6,moderate
7688,2020 Chrysler Pacifica Touring-L,32545,Brilliant Black Crystal Pearlcoat,Black,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,47463,True,True,True,True,True,True,True,True,2020,FWD,Gasoline,False,3.6,V6,23.5,9,moderate
7689,2021 Toyota Corolla LE,24498,Blue Crush Metallic,Macadamia,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,13393,False,False,False,False,False,True,True,False,2021,FWD,Gasoline,False,1.8,I4,34.0,-1,moderate
7690,2019 Toyota Tundra SR5,50765,–,–,Four-wheel Drive,13–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,15837,False,False,False,False,False,True,True,False,2019,AWD,Gasoline,False,5.7,V8,15.0,6,moderate
7691,2020 Volkswagen Tiguan 2.0T S,26993,Pure White,Titan Black,Front-wheel Drive,22–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7213,False,False,False,False,True,True,True,False,2020,FWD,Gasoline,True,2.0,I4,25.5,8,moderate
7692,2019 BMW X4 xDrive30i,48590,Glacier Silver Metallic,Black,All-wheel Drive,22–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34847,True,True,True,False,True,True,True,False,2019,AWD,Gasoline,True,2.0,I4,25.5,8,moderate
7693,2018 Mercedes-Benz C-Class C 300 4MATIC,32489,Black,Black,All-wheel Drive,23–32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,43576,False,False,True,True,True,True,True,True,2018,AWD,Gasoline,True,2.0,I4,27.5,9,moderate
7694,2020 Hyundai Palisade Limited,50750,Rainforest,Black,Front-wheel Drive,19–26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,10757,True,True,True,True,True,True,True,False,2020,FWD,Gasoline,False,3.8,V6,22.5,8,moderate
7695,2020 BMW M240 i xDrive,50000,Black,Red,All-wheel Drive,22–30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,25568,True,True,True,False,False,True,True,False,2020,AWD,Gasoline,True,3.0,I6,26.0,8,moderate
7696,2017 Hyundai Elantra SE,10950,Scarlet Red,Beige,Front-wheel Drive,29–38,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,58976,False,False,False,False,False,False,True,False,2017,FWD,Gasoline,False,2.0,I4,33.5,6,cheap
7697,2019 Honda CR-V EX-L,26508,Silver Metallic,–,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,34846,True,False,False,True,False,True,True,True,2019,AWD,Gasoline,True,1.5,I4,30.0,-1,moderate
7698,2018 GMC Sierra 1500 Denali,49918,Onyx Black,Jet Black,Four-wheel Drive,15–20,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,38023,True,True,False,True,False,True,True,False,2018,AWD,Gasoline,False,6.2,V8,17.5,8,moderate
7699,2021 Volvo XC60 Momentum,43489,Onyx Black Metallic,Blond,All-wheel Drive,0–27,Gasoline,Automatic,Turbo/Supercharger Premium Unleaded I-4 2.0 L/120,23709,True,False,False,True,False,True,True,True,2021,AWD,Gasoline,True,2.0,I4,13.5,-1,moderate
7700,2018 Honda Civic LX,18699,Blue,Gray,Front-wheel Drive,0–40,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,46041,False,False,False,False,False,True,True,False,2018,FWD,Gasoline,False,2.0,I4,20.0,-1,cheap
7701,2018 Chevrolet Tahoe LT,41798,Black,Black,Rear-wheel Drive,16–23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,81956,False,False,False,True,True,True,True,False,2018,RWD,Gasoline,False,5.3,V8,19.5,6,moderate
7702,2018 Porsche Panamera Base,70999,Black,Black,Rear-wheel Drive,21–28,Gasoline,8-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,47751,True,False,True,False,True,True,True,False,2018,RWD,Gasoline,True,3.0,V6,24.5,8,expensive
